City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
243,Brae,GB,60.3964,-1.353,37.31,55,95,30.33,overcast clouds
244,Garden City,US,42.3256,-83.331,41.9,94,90,1.01,mist
245,Chuy,UY,-33.6971,-53.4616,59.31,73,83,7.63,broken clouds
246,Jacareacanga,BR,-6.2222,-57.7528,72.61,99,96,1.12,overcast clouds
247,Sambava,MG,-14.2667,50.1667,74.8,85,15,8.59,light rain
248,Sabaudia,IT,41.3003,13.0282,58.55,95,47,16.55,scattered clouds
249,Castrillon,ES,43.3979,-6.7922,46.94,97,100,7.09,overcast clouds
250,Agirish,RU,61.9247,63.0231,25.88,98,100,4.18,snow
251,Alta Floresta,BR,-9.8756,-56.0861,71.64,98,100,2.82,overcast clouds
252,Avera,US,33.194,-82.5271,60.53,49,48,7.23,scattered clouds
253,Canutama,BR,-6.5339,-64.3831,75.31,96,100,1.01,overcast clouds
254,Nyamuswa,TZ,-1.9,34.0167,61.95,93,92,3.4,light rain
255,Ilheus,BR,-14.7889,-39.0494,82.22,83,75,8.05,light rain
256,Saint-Louis,SN,16.3333,-15.0,82.04,16,100,10.47,overcast clouds
257,Marawi,PH,7.9986,124.2928,70.65,84,100,1.63,overcast clouds
258,Matara,LK,5.9485,80.5353,74.53,89,12,3.44,few clouds
259,Cururupu,BR,-1.8283,-44.8683,77.43,84,89,4.56,overcast clouds
260,Yarensk,RU,62.1675,49.0916,19.29,97,99,4.9,overcast clouds
261,Vicente Guerrero,MX,19.1194,-98.1708,65.59,44,93,2.42,overcast clouds
262,Saskylakh,RU,71.9167,114.0833,-34.26,100,98,0.92,overcast clouds
263,Bombay,IN,19.0144,72.8479,66.18,94,90,9.22,moderate rain
264,Gainesville,US,29.6516,-82.3248,61.59,72,1,5.75,clear sky
265,Beloha,MG,-25.1667,45.05,74.14,87,38,6.64,scattered clouds
266,Nazas,MX,25.2333,-104.1333,72.23,41,55,7.0,broken clouds
267,Geraldton,AU,-28.7667,114.6,69.13,52,0,17.27,clear sky
268,Vao,NC,-22.6667,167.4833,76.57,79,98,18.21,overcast clouds
269,Terra Nova,BR,-12.3667,-40.6667,74.77,72,84,2.19,broken clouds
270,Kamenka,RU,51.3223,42.7678,31.75,91,97,10.83,overcast clouds
271,Sangmelima,CM,2.9333,11.9833,68.92,90,98,2.33,overcast clouds
272,Glendive,US,47.1053,-104.7125,50.63,61,75,3.44,broken clouds
273,Reconquista,AR,-29.15,-59.65,73.04,49,13,7.09,few clouds
274,Quang Ngai,VN,15.1167,108.8,67.93,92,68,8.37,broken clouds
275,Englewood,US,39.6478,-104.9878,65.25,27,20,1.01,few clouds
